source,id,year_joined_party,start_key,province_joined,locale_joined,political_party,year_left_party,end_key
3,25059,1918,0,-9,-9,1,1924,0
3,25069,1902,0,-9,-9,1,-9,0
3,25121,1918,0,-9,-9,1,-9,0
3,25163,1941,0,-9,-9,1,-9,0
3,25483,-9,0,-9,-9,24,1918,2
3,25483,1918,0,-9,-9,1,-9,0
3,25683,1905,0,293,213,1,-9,0
3,25821,1917,0,-9,-9,1,-9,0
3,26635,1927,0,93,883,1,-9,0
3,26677,1917,0,-9,-9,1,-9,0
3,27225,1917,0,-9,-9,1,-9,0
3,28453,1918,0,-9,-9,1,-9,0
3,28597,1917,0,-9,-9,1,-9,0
